t,dt,x,y,delta,speed,location,dialog_open,bag_open,target,panel_size,event
48.12,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.17,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.23,0.053,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.28,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.33,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.38,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.43,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.48,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.53,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.58,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.63,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.68,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.73,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.78,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.83,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.88,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.93,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
48.98,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.03,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.08,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.13,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.19,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.24,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.29,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.34,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.39,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.44,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.49,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.54,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.59,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.64,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.69,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.74,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.79,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.84,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.89,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.94,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
49.99,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.05,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.10,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.15,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.20,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.25,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.30,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.35,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.40,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.45,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.50,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.55,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.60,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.65,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.70,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.75,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.80,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.85,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.90,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
50.95,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.00,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.06,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.11,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.16,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.21,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.26,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.31,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.36,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.41,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.46,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.51,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.56,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.61,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.66,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.71,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.76,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.81,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.86,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.91,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
51.96,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.01,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.06,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.12,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.17,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.22,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.27,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.32,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.37,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.42,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.47,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.52,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.57,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.62,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.67,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.72,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.77,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.82,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.87,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.92,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
52.97,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.03,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.08,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.13,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.18,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.23,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.28,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.33,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.38,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.43,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.48,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.53,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.58,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.63,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.68,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.73,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.78,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.83,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.89,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.94,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
53.99,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.04,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.09,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.14,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.19,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.24,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.29,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.34,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.39,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.44,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.49,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.54,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.59,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.65,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.70,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.75,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.80,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.85,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.90,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
54.95,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.00,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.05,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.10,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.15,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.20,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.25,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.30,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.35,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.40,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.45,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.50,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.56,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.61,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.66,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.71,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.76,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.81,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.86,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.91,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
55.96,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.01,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.06,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.11,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.16,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.21,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.26,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.31,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.36,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.42,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.47,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.52,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.57,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.62,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.67,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.72,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.77,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.82,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.87,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.92,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
56.97,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.02,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.07,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.12,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.17,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.22,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.27,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.33,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.38,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.43,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.48,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.53,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.58,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.63,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.68,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.73,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.78,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.83,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.88,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.93,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
57.98,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.03,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.08,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.13,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.18,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.23,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.29,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.34,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.39,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.44,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.49,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.54,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.59,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.64,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.69,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.74,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.79,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.84,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.89,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.94,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
58.99,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.04,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.09,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.14,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.19,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.25,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.30,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.35,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.40,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.45,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.50,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.55,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.60,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.65,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.70,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.75,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.80,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.85,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.90,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
59.95,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.00,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.05,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.10,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.15,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.20,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.26,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.31,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.36,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.41,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.46,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.51,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.56,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.61,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.66,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.71,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.76,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.81,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.86,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.91,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
60.96,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.01,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.06,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.11,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.16,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.22,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.27,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.32,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.37,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.42,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.47,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.52,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.57,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.62,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.67,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.72,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.77,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.82,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.87,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.92,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
61.97,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.02,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.07,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.13,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.18,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.23,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.28,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.33,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.38,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.43,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.48,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.53,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.58,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.63,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.68,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.73,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.78,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.83,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.88,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.93,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
62.98,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.03,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.09,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.14,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.19,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.24,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.29,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.34,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.39,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.44,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.49,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.54,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.59,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.64,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.69,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.74,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.79,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.84,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.89,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
63.94,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.00,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.05,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.10,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.15,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.20,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.25,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.30,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.35,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.40,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.45,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.50,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.55,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.60,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.65,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.70,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.75,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.80,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.86,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.91,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
64.96,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.01,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.06,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.11,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.16,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.21,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.26,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.31,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.36,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.41,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.46,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.51,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.56,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.61,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.66,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.71,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.76,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.82,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.87,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.92,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
65.97,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
66.02,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
66.07,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
66.12,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
66.17,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
66.22,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
66.27,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
66.32,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
66.37,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
66.42,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
66.47,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
66.52,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
66.57,0.050,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
66.62,0.051,192,166,0.0,0.0,Bewitcher Cave,0,0,,0,
