t,x,y,delta,location,dialog_open,bag_open,target,panel_size,event
38.23,178,-516,0.0,Stone City,0,0,,0,
38.28,178,-516,0.0,Stone City,0,0,,0,
38.33,178,-516,0.0,Stone City,0,0,,0,
38.38,178,-516,0.0,Stone City,0,0,,0,
38.43,178,-516,0.0,Stone City,0,0,,0,
38.48,178,-516,0.0,Stone City,0,0,,0,
38.53,178,-516,0.0,Stone City,0,0,,0,
38.58,178,-516,0.0,Stone City,0,0,,0,
39.20,178,-516,0.0,Stone City,0,0,,0,
39.25,178,-516,0.0,Stone City,0,0,,0,
39.30,178,-516,0.0,Stone City,0,0,,0,
39.35,178,-516,0.0,Stone City,0,0,,0,
39.41,178,-516,0.0,Stone City,0,0,,0,
39.46,178,-516,0.0,Stone City,0,0,,0,
39.51,178,-516,0.0,Stone City,0,0,,0,
39.56,178,-516,0.0,Stone City,0,0,,0,
39.61,178,-516,0.0,Stone City,0,0,,0,
39.66,178,-516,0.0,Stone City,0,0,,0,
39.71,178,-516,0.0,Stone City,0,0,,0,
39.76,178,-516,0.0,Stone City,0,0,,0,
39.81,178,-516,0.0,Stone City,0,0,,0,
39.86,178,-516,0.0,Stone City,0,0,,0,
39.91,178,-516,0.0,Stone City,0,0,,0,
39.96,178,-516,0.0,Stone City,0,0,,0,
40.01,178,-516,0.0,Stone City,0,0,,0,
40.06,178,-516,0.0,Stone City,0,0,,0,
40.11,178,-516,0.0,Stone City,0,0,,0,
40.16,178,-516,0.0,Stone City,0,0,,0,
40.21,178,-516,0.0,Stone City,0,0,,0,
40.27,178,-516,0.0,Stone City,0,0,,0,
40.32,178,-516,0.0,Stone City,0,0,,0,
40.37,178,-516,0.0,Stone City,0,0,,0,
40.42,178,-516,0.0,Stone City,0,0,,0,
40.47,178,-516,0.0,Stone City,0,0,,0,
40.52,178,-516,0.0,Stone City,0,0,,0,
40.57,178,-516,0.0,Stone City,0,0,,0,
40.62,178,-516,0.0,Stone City,0,0,,0,
41.23,178,-516,0.0,Stone City,0,0,,0,
41.28,178,-516,0.0,Stone City,0,0,,0,
41.33,178,-516,0.0,Stone City,0,0,,0,
41.38,178,-516,0.0,Stone City,0,0,,0,
41.43,178,-516,0.0,Stone City,0,0,,0,
41.48,178,-516,0.0,Stone City,0,0,,0,
41.53,178,-516,0.0,Stone City,0,0,,0,
41.58,178,-516,0.0,Stone City,0,0,,0,
41.63,178,-516,0.0,Stone City,0,0,,0,
41.68,178,-516,0.0,Stone City,0,0,,0,
41.73,178,-516,0.0,Stone City,0,0,,0,
41.78,178,-516,0.0,Stone City,0,0,,0,
41.83,178,-516,0.0,Stone City,0,0,,0,
41.88,178,-516,0.0,Stone City,0,0,,0,
41.93,178,-516,0.0,Stone City,0,0,,0,
41.98,178,-516,0.0,Stone City,0,0,,0,
42.03,178,-516,0.0,Stone City,0,0,,0,
42.09,178,-516,0.0,Stone City,0,0,,0,
42.14,178,-516,0.0,Stone City,0,0,,0,
42.19,178,-516,0.0,Stone City,0,0,,0,
42.24,178,-516,0.0,Stone City,0,0,,0,
42.29,178,-516,0.0,Stone City,0,0,,0,
42.34,178,-516,0.0,Stone City,0,0,,0,
42.39,178,-516,0.0,Stone City,0,0,,0,
42.44,178,-516,0.0,Stone City,0,0,,0,
42.49,178,-516,0.0,Stone City,0,0,,0,
42.54,178,-516,0.0,Stone City,0,0,,0,
42.59,178,-516,0.0,Stone City,0,0,,0,
42.64,178,-516,0.0,Stone City,0,0,,0,
43.26,178,-516,0.0,Stone City,0,0,,0,
43.31,178,-516,0.0,Stone City,0,0,,0,
43.36,178,-516,0.0,Stone City,0,0,,0,
43.41,178,-516,0.0,Stone City,0,0,,0,
43.46,178,-516,0.0,Stone City,0,0,,0,
43.51,178,-516,0.0,Stone City,0,0,,0,
43.57,178,-516,0.0,Stone City,0,0,,0,
43.62,178,-516,0.0,Stone City,0,0,,0,
43.67,178,-516,0.0,Stone City,0,0,,0,
43.72,178,-516,0.0,Stone City,0,0,,0,
43.77,178,-516,0.0,Stone City,0,0,,0,
43.82,178,-516,0.0,Stone City,0,0,,0,
43.87,178,-516,0.0,Stone City,0,0,,0,
43.92,178,-516,0.0,Stone City,0,0,,0,
43.97,178,-516,0.0,Stone City,0,0,,0,
44.02,178,-516,0.0,Stone City,0,0,,0,
44.07,178,-516,0.0,Stone City,0,0,,0,
44.12,178,-516,0.0,Stone City,0,0,,0,
44.17,178,-516,0.0,Stone City,0,0,,0,
44.22,178,-516,0.0,Stone City,0,0,,0,
44.27,178,-516,0.0,Stone City,0,0,,0,
44.32,178,-516,0.0,Stone City,0,0,,0,
44.37,178,-516,0.0,Stone City,0,0,,0,
44.42,178,-516,0.0,Stone City,0,0,,0,
44.47,178,-516,0.0,Stone City,0,0,,0,
44.53,178,-516,0.0,Stone City,0,0,,0,
44.58,178,-516,0.0,Stone City,0,0,,0,
44.63,178,-516,0.0,Stone City,0,0,,0,
44.68,178,-516,0.0,Stone City,0,0,,0,
45.30,178,-516,0.0,Stone City,0,0,,0,
45.35,178,-516,0.0,Stone City,0,0,,0,
45.40,178,-516,0.0,Stone City,0,0,,0,
45.45,178,-516,0.0,Stone City,0,0,,0,
45.50,178,-516,0.0,Stone City,0,0,,0,
45.56,178,-516,0.0,Stone City,0,0,,0,
45.61,178,-516,0.0,Stone City,0,0,,0,
45.66,178,-516,0.0,Stone City,0,0,,0,
45.71,178,-516,0.0,Stone City,0,0,,0,
45.76,178,-516,0.0,Stone City,0,0,,0,
45.81,178,-516,0.0,Stone City,0,0,,0,
45.86,178,-516,0.0,Stone City,0,0,,0,
45.91,178,-516,0.0,Stone City,0,0,,0,
45.96,178,-516,0.0,Stone City,0,0,,0,
46.01,178,-516,0.0,Stone City,0,0,,0,
46.06,178,-516,0.0,Stone City,0,0,,0,
46.11,178,-516,0.0,Stone City,0,0,,0,
46.16,178,-516,0.0,Stone City,0,0,,0,
46.21,178,-516,0.0,Stone City,0,0,,0,
46.26,178,-516,0.0,Stone City,0,0,,0,
46.31,178,-516,0.0,Stone City,0,0,,0,
46.36,178,-516,0.0,Stone City,0,0,,0,
46.41,178,-516,0.0,Stone City,0,0,,0,
46.47,178,-516,0.0,Stone City,0,0,,0,
46.52,178,-516,0.0,Stone City,0,0,,0,
46.57,178,-516,0.0,Stone City,0,0,,0,
46.62,178,-516,0.0,Stone City,0,0,,0,
46.67,178,-516,0.0,Stone City,0,0,,0,
46.72,178,-516,0.0,Stone City,0,0,,0,
47.34,178,-516,0.0,Stone City,0,0,,0,
47.39,178,-516,0.0,Stone City,0,0,,0,
47.44,178,-516,0.0,Stone City,0,0,,0,
47.49,178,-516,0.0,Stone City,0,0,,0,
47.54,178,-516,0.0,Stone City,0,0,,0,
47.59,178,-516,0.0,Stone City,0,0,,0,
47.64,178,-516,0.0,Stone City,0,0,,0,
47.69,178,-516,0.0,Stone City,0,0,,0,
47.74,178,-516,0.0,Stone City,0,0,,0,
47.79,178,-516,0.0,Stone City,0,0,,0,
47.84,178,-516,0.0,Stone City,0,0,,0,
47.89,178,-516,0.0,Stone City,0,0,,0,
47.94,178,-516,0.0,Stone City,0,0,,0,
47.99,178,-516,0.0,Stone City,0,0,,0,
48.05,178,-516,0.0,Stone City,0,0,,0,
48.10,178,-516,0.0,Stone City,0,0,,0,
48.15,178,-516,0.0,Stone City,0,0,,0,
48.20,178,-516,0.0,Stone City,0,0,,0,
48.25,178,-516,0.0,Stone City,0,0,,0,
48.30,178,-516,0.0,Stone City,0,0,,0,
48.35,178,-516,0.0,Stone City,0,0,,0,
48.40,178,-516,0.0,Stone City,0,0,,0,
48.45,178,-516,0.0,Stone City,0,0,,0,
48.50,178,-516,0.0,Stone City,0,0,,0,
48.55,178,-516,0.0,Stone City,0,0,,0,
48.60,178,-516,0.0,Stone City,0,0,,0,
48.65,178,-516,0.0,Stone City,0,0,,0,
48.70,178,-516,0.0,Stone City,0,0,,0,
48.75,178,-516,0.0,Stone City,0,0,,0,
49.36,178,-516,0.0,Stone City,0,0,,0,
49.41,178,-516,0.0,Stone City,0,0,,0,
49.46,178,-516,0.0,Stone City,0,0,,0,
49.52,178,-516,0.0,Stone City,0,0,,0,
49.57,178,-516,0.0,Stone City,0,0,,0,
49.62,178,-516,0.0,Stone City,0,0,,0,
49.67,178,-516,0.0,Stone City,0,0,,0,
49.72,178,-516,0.0,Stone City,0,0,,0,
49.77,178,-516,0.0,Stone City,0,0,,0,
49.82,178,-516,0.0,Stone City,0,0,,0,
49.87,178,-516,0.0,Stone City,0,0,,0,
49.92,178,-516,0.0,Stone City,0,0,,0,
49.97,178,-516,0.0,Stone City,0,0,,0,
50.02,178,-516,0.0,Stone City,0,0,,0,
50.07,178,-516,0.0,Stone City,0,0,,0,
50.12,178,-516,0.0,Stone City,0,0,,0,
50.17,178,-516,0.0,Stone City,0,0,,0,
50.22,178,-516,0.0,Stone City,0,0,,0,
50.27,178,-516,0.0,Stone City,0,0,,0,
50.32,178,-516,0.0,Stone City,0,0,,0,
50.37,178,-516,0.0,Stone City,0,0,,0,
50.42,178,-516,0.0,Stone City,0,0,,0,
50.48,178,-516,0.0,Stone City,0,0,,0,
50.53,178,-516,0.0,Stone City,0,0,,0,
50.58,178,-516,0.0,Stone City,0,0,,0,
50.63,178,-516,0.0,Stone City,0,0,,0,
50.68,178,-516,0.0,Stone City,0,0,,0,
50.73,178,-516,0.0,Stone City,0,0,,0,
50.78,178,-516,0.0,Stone City,0,0,,0,
51.39,178,-516,0.0,Stone City,0,0,,0,
51.44,178,-516,0.0,Stone City,0,0,,0,
51.49,178,-516,0.0,Stone City,0,0,,0,
51.54,178,-516,0.0,Stone City,0,0,,0,
51.59,178,-516,0.0,Stone City,0,0,,0,
51.64,178,-516,0.0,Stone City,0,0,,0,
51.69,178,-516,0.0,Stone City,0,0,,0,
51.74,178,-516,0.0,Stone City,0,0,,0,
51.79,178,-516,0.0,Stone City,0,0,,0,
51.84,178,-516,0.0,Stone City,0,0,,0,
51.90,178,-516,0.0,Stone City,0,0,,0,
51.95,178,-516,0.0,Stone City,0,0,,0,
52.00,178,-516,0.0,Stone City,0,0,,0,
52.05,178,-516,0.0,Stone City,0,0,,0,
52.10,178,-516,0.0,Stone City,0,0,,0,
52.15,178,-516,0.0,Stone City,0,0,,0,
52.20,178,-516,0.0,Stone City,0,0,,0,
52.25,178,-516,0.0,Stone City,0,0,,0,
52.30,178,-516,0.0,Stone City,0,0,,0,
52.35,178,-516,0.0,Stone City,0,0,,0,
52.40,178,-516,0.0,Stone City,0,0,,0,
52.45,178,-516,0.0,Stone City,0,0,,0,
52.50,178,-516,0.0,Stone City,0,0,,0,
52.55,178,-516,0.0,Stone City,0,0,,0,
52.60,178,-516,0.0,Stone City,0,0,,0,
52.65,178,-516,0.0,Stone City,0,0,,0,
52.70,178,-516,0.0,Stone City,0,0,,0,
52.76,178,-516,0.0,Stone City,0,0,,0,
52.81,178,-516,0.0,Stone City,0,0,,0,
53.42,178,-516,0.0,Stone City,0,0,,0,
53.47,178,-516,0.0,Stone City,0,0,,0,
53.52,178,-516,0.0,Stone City,0,0,,0,
53.57,178,-516,0.0,Stone City,0,0,,0,
53.62,178,-516,0.0,Stone City,0,0,,0,
53.67,178,-516,0.0,Stone City,0,0,,0,
53.72,178,-516,0.0,Stone City,0,0,,0,
53.77,178,-516,0.0,Stone City,0,0,,0,
53.82,178,-516,0.0,Stone City,0,0,,0,
53.87,178,-516,0.0,Stone City,0,0,,0,
53.92,178,-516,0.0,Stone City,0,0,,0,
53.97,178,-516,0.0,Stone City,0,0,,0,
54.03,178,-516,0.0,Stone City,0,0,,0,
54.08,178,-516,0.0,Stone City,0,0,,0,
54.13,178,-516,0.0,Stone City,0,0,,0,
54.18,178,-516,0.0,Stone City,0,0,,0,
54.23,178,-516,0.0,Stone City,0,0,,0,
54.28,178,-516,0.0,Stone City,0,0,,0,
54.33,178,-516,0.0,Stone City,0,0,,0,
54.38,178,-516,0.0,Stone City,0,0,,0,
54.43,178,-516,0.0,Stone City,0,0,,0,
54.48,178,-516,0.0,Stone City,0,0,,0,
54.53,178,-516,0.0,Stone City,0,0,,0,
54.58,178,-516,0.0,Stone City,0,0,,0,
54.63,178,-516,0.0,Stone City,0,0,,0,
54.68,178,-516,0.0,Stone City,0,0,,0,
54.73,178,-516,0.0,Stone City,0,0,,0,
54.78,178,-516,0.0,Stone City,0,0,,0,
54.83,178,-516,0.0,Stone City,0,0,,0,
55.44,178,-516,0.0,Stone City,0,0,,0,
55.49,178,-516,0.0,Stone City,0,0,,0,
55.54,178,-516,0.0,Stone City,0,0,,0,
55.59,178,-516,0.0,Stone City,0,0,,0,
55.64,178,-516,0.0,Stone City,0,0,,0,
55.69,178,-516,0.0,Stone City,0,0,,0,
55.74,178,-516,0.0,Stone City,0,0,,0,
55.79,178,-516,0.0,Stone City,0,0,,0,
55.84,178,-516,0.0,Stone City,0,0,,0,
55.90,178,-516,0.0,Stone City,0,0,,0,
55.95,178,-516,0.0,Stone City,0,0,,0,
56.00,178,-516,0.0,Stone City,0,0,,0,
56.05,178,-516,0.0,Stone City,0,0,,0,
56.10,178,-516,0.0,Stone City,0,0,,0,
56.15,178,-516,0.0,Stone City,0,0,,0,
56.20,178,-516,0.0,Stone City,0,0,,0,
56.25,178,-516,0.0,Stone City,0,0,,0,
56.30,178,-516,0.0,Stone City,0,0,,0,
56.35,178,-516,0.0,Stone City,0,0,,0,
56.40,178,-516,0.0,Stone City,0,0,,0,
56.45,178,-516,0.0,Stone City,0,0,,0,
56.50,178,-516,0.0,Stone City,0,0,,0,
56.55,178,-516,0.0,Stone City,0,0,,0,
56.60,178,-516,0.0,Stone City,0,0,,0,
56.65,178,-516,0.0,Stone City,0,0,,0,
56.70,178,-516,0.0,Stone City,0,0,,0,
56.76,178,-516,0.0,Stone City,0,0,,0,
56.81,178,-516,0.0,Stone City,0,0,,0,
56.86,178,-516,0.0,Stone City,0,0,,0,
57.47,178,-516,0.0,Stone City,0,0,,0,
57.52,178,-516,0.0,Stone City,0,0,,0,
57.58,178,-516,0.0,Stone City,0,0,,0,
57.63,178,-516,0.0,Stone City,0,0,,0,
57.68,178,-516,0.0,Stone City,0,0,,0,
57.73,178,-516,0.0,Stone City,0,0,,0,
57.78,178,-516,0.0,Stone City,0,0,,0,
57.83,178,-516,0.0,Stone City,0,0,,0,
57.88,178,-516,0.0,Stone City,0,0,,0,
57.93,178,-516,0.0,Stone City,0,0,,0,
57.98,177,-515,1.4,Stone City,0,0,,0,
58.03,177,-515,0.0,Stone City,0,0,,0,
58.08,177,-514,1.0,Stone City,0,0,,0,
58.13,177,-514,0.0,Stone City,0,0,,0,
58.18,176,-513,1.4,Stone City,0,0,,0,
58.23,176,-513,0.0,Stone City,0,0,,0,
58.28,176,-512,1.0,Stone City,0,0,,0,
58.33,176,-512,0.0,Stone City,0,0,,0,
58.39,175,-511,1.4,Stone City,0,0,,0,
58.44,175,-511,0.0,Stone City,0,0,,0,
58.49,174,-509,2.2,Stone City,0,0,,0,
58.54,174,-509,0.0,Stone City,0,0,,0,
58.59,174,-508,1.0,Stone City,0,0,,0,
58.64,174,-508,0.0,Stone City,0,0,,0,
58.69,173,-507,1.4,Stone City,0,0,,0,
58.74,173,-507,0.0,Stone City,0,0,,0,
58.79,172,-506,1.4,Stone City,0,0,,0,
58.84,172,-506,0.0,Stone City,0,0,,0,
58.89,172,-505,1.0,Stone City,0,0,,0,
59.51,169,-500,5.8,Stone City,0,0,,0,
59.56,169,-500,0.0,Stone City,0,0,,0,
59.61,168,-499,1.4,Stone City,0,0,,0,
59.66,168,-499,0.0,Stone City,0,0,,0,
59.71,167,-499,1.0,Stone City,0,0,,0,
59.76,167,-499,0.0,Stone City,0,0,,0,
59.81,165,-498,2.2,Stone City,0,0,,0,
59.86,165,-498,0.0,Stone City,0,0,,0,
59.91,164,-498,1.0,Stone City,0,0,,0,
59.96,163,-497,1.4,Stone City,0,0,,0,
60.01,163,-497,0.0,Stone City,0,0,,0,
60.06,163,-497,0.0,Stone City,0,0,,0,
60.11,162,-497,1.0,Stone City,0,0,,0,
60.17,161,-496,1.4,Stone City,0,0,,0,
60.22,161,-496,0.0,Stone City,0,0,,0,
60.27,161,-496,0.0,Stone City,0,0,,0,
60.32,160,-496,1.0,Stone City,0,0,,0,
60.37,159,-495,1.4,Stone City,0,0,,0,
60.42,159,-495,0.0,Stone City,0,0,,0,
60.47,159,-495,0.0,Stone City,0,0,,0,
60.52,158,-495,1.0,Stone City,0,0,,0,
60.57,158,-495,0.0,Stone City,0,0,,0,
60.62,158,-495,0.0,Stone City,0,0,,0,
60.67,158,-495,0.0,Stone City,0,0,,0,
60.72,158,-495,0.0,Stone City,0,0,,0,
60.77,158,-495,0.0,Stone City,0,0,,0,
60.82,158,-495,0.0,Stone City,0,0,,0,
60.87,158,-495,0.0,Stone City,0,0,,0,
60.92,158,-495,0.0,Stone City,0,0,,0,
61.59,158,-495,0.0,Stone City,1,0,,0,
61.64,158,-495,0.0,Stone City,1,0,,0,
61.69,158,-495,0.0,Stone City,1,0,,0,
61.74,158,-495,0.0,Stone City,1,0,,0,
61.79,158,-495,0.0,Stone City,1,0,,0,
61.84,158,-495,0.0,Stone City,1,0,,0,
61.89,158,-495,0.0,Stone City,1,0,,0,
61.95,158,-495,0.0,Stone City,1,0,,0,
62.00,158,-495,0.0,Stone City,1,0,,0,
62.05,158,-495,0.0,Stone City,1,0,,0,
62.10,158,-495,0.0,Stone City,1,0,,0,
62.15,158,-495,0.0,Stone City,1,0,,0,
62.20,158,-495,0.0,Stone City,0,0,,0,
62.25,158,-495,0.0,Stone City,0,0,,0,
62.30,158,-495,0.0,Stone City,0,0,,0,
62.35,158,-495,0.0,Stone City,0,0,,0,
62.40,158,-495,0.0,Stone City,0,0,,0,
62.45,158,-495,0.0,Stone City,0,0,,0,
62.50,158,-495,0.0,Stone City,0,0,,0,
62.55,158,-495,0.0,Stone City,0,0,,0,
62.60,158,-495,0.0,Stone City,0,0,,0,
62.65,158,-495,0.0,Stone City,0,0,,0,
62.70,158,-495,0.0,Stone City,0,0,,0,
62.75,158,-495,0.0,Stone City,0,0,,0,
62.80,158,-495,0.0,Stone City,0,0,,0,
62.86,158,-495,0.0,Stone City,0,0,,0,
62.91,158,-495,0.0,Stone City,0,0,,0,
62.96,158,-495,0.0,Stone City,0,0,,0,
63.57,158,-495,0.0,Stone City,0,0,,0,
63.62,158,-495,0.0,Stone City,0,0,,0,
63.67,158,-495,0.0,Stone City,0,0,,0,
63.72,158,-495,0.0,Stone City,0,0,,0,
63.77,158,-495,0.0,Stone City,0,0,,0,
63.82,158,-495,0.0,Stone City,0,0,,0,
63.88,158,-495,0.0,Stone City,0,0,,0,
63.93,158,-495,0.0,Stone City,0,0,,0,
63.98,158,-495,0.0,Stone City,0,0,,0,
64.03,158,-495,0.0,Stone City,0,0,,0,
64.08,158,-495,0.0,Stone City,0,0,,0,
64.13,158,-495,0.0,Stone City,0,0,,0,
64.18,158,-495,0.0,Stone City,0,0,,0,
64.23,158,-495,0.0,Stone City,0,0,,0,
64.28,158,-495,0.0,Stone City,0,0,,0,
64.33,158,-495,0.0,Stone City,0,0,,0,
64.38,158,-495,0.0,Stone City,0,0,,0,
64.43,158,-495,0.0,Stone City,0,0,,0,
64.48,158,-495,0.0,Stone City,0,0,,0,
64.53,158,-495,0.0,Stone City,0,0,,0,
64.58,158,-495,0.0,Stone City,0,0,,0,
64.63,158,-495,0.0,Stone City,0,0,,0,
64.68,158,-495,0.0,Stone City,0,0,,0,
64.73,158,-495,0.0,Stone City,0,0,,0,
64.79,158,-495,0.0,Stone City,0,0,,0,
64.84,158,-495,0.0,Stone City,0,0,,0,
64.89,158,-495,0.0,Stone City,0,0,,0,
64.94,158,-495,0.0,Stone City,0,0,,0,
64.99,158,-495,0.0,Stone City,1,0,,0,
65.60,158,-495,0.0,Stone City,1,0,,0,
65.65,158,-495,0.0,Stone City,1,0,,0,
65.70,158,-495,0.0,Stone City,1,0,,0,
65.75,158,-495,0.0,Stone City,1,0,,0,
65.80,158,-495,0.0,Stone City,1,0,,0,
65.85,158,-495,0.0,Stone City,1,0,,0,
65.90,158,-495,0.0,Stone City,1,0,,0,
65.95,158,-495,0.0,Stone City,1,0,,0,
66.00,158,-495,0.0,Stone City,1,0,,0,
66.05,158,-495,0.0,Stone City,1,0,,0,
66.10,158,-495,0.0,Stone City,0,0,,0,
66.15,158,-495,0.0,Stone City,0,0,,0,
66.21,158,-495,0.0,Stone City,0,0,,0,
66.26,158,-495,0.0,Stone City,0,0,,0,
66.31,158,-495,0.0,Stone City,0,0,,0,
66.36,158,-495,0.0,Stone City,0,0,,0,
66.41,158,-495,0.0,Stone City,0,0,,0,
66.46,158,-495,0.0,Stone City,0,0,,0,
66.51,158,-495,0.0,Stone City,0,0,,0,
66.56,158,-495,0.0,Stone City,0,0,,0,
66.61,158,-495,0.0,Stone City,0,0,,0,
66.66,158,-495,0.0,Stone City,0,0,,0,
66.71,158,-495,0.0,Stone City,0,0,,0,
66.76,158,-495,0.0,Stone City,0,0,,0,
66.81,158,-495,0.0,Stone City,0,0,,0,
66.86,158,-495,0.0,Stone City,0,0,,0,
66.91,158,-495,0.0,Stone City,0,0,,0,
66.96,158,-495,0.0,Stone City,0,0,,0,
67.01,158,-495,0.0,Stone City,0,0,,0,
67.63,158,-495,0.0,Stone City,0,0,,0,
67.68,158,-495,0.0,Stone City,0,0,,0,
67.73,158,-495,0.0,Stone City,0,0,,0,
67.78,158,-495,0.0,Stone City,0,0,,0,
67.83,158,-495,0.0,Stone City,0,0,,0,
67.88,158,-495,0.0,Stone City,0,0,,0,
67.93,158,-495,0.0,Stone City,0,0,,0,
67.98,158,-495,0.0,Stone City,0,0,,0,
68.03,158,-495,0.0,Stone City,0,0,,0,
68.08,158,-495,0.0,Stone City,0,0,,0,
68.13,158,-495,0.0,Stone City,0,0,,0,
68.18,158,-495,0.0,Stone City,0,0,,0,
68.23,158,-495,0.0,Stone City,0,0,,0,
68.28,158,-495,0.0,Stone City,0,0,,0,
68.34,158,-495,0.0,Stone City,0,0,,0,
68.39,158,-495,0.0,Stone City,0,0,,0,
68.44,158,-495,0.0,Stone City,0,0,,0,
68.49,158,-495,0.0,Stone City,0,0,,0,
68.54,158,-495,0.0,Stone City,0,0,,0,
68.59,159,-496,1.4,Stone City,0,0,,0,
68.64,159,-496,0.0,Stone City,0,0,,0,
68.69,160,-496,1.0,Stone City,0,0,,0,
68.74,160,-496,0.0,Stone City,0,0,,0,
68.79,161,-497,1.4,Stone City,0,0,,0,
68.84,161,-497,0.0,Stone City,0,0,,0,
68.89,162,-497,1.0,Stone City,0,0,,0,
68.94,162,-497,0.0,Stone City,0,0,,0,
68.99,164,-498,2.2,Stone City,0,0,,0,
69.04,164,-498,0.0,Stone City,0,0,,0,
69.66,170,-502,7.2,Stone City,0,0,,0,
69.71,171,-502,1.0,Stone City,0,0,,0,
69.76,171,-502,0.0,Stone City,0,0,,0,
69.81,172,-503,1.4,Stone City,0,0,,0,
69.86,172,-503,0.0,Stone City,0,0,,0,
69.91,174,-504,2.2,Stone City,0,0,,0,
69.96,174,-504,0.0,Stone City,0,0,,0,
70.01,175,-504,1.0,Stone City,0,0,,0,
70.06,175,-504,0.0,Stone City,0,0,,0,
70.11,176,-505,1.4,Stone City,0,0,,0,
70.16,176,-505,0.0,Stone City,0,0,,0,
70.21,176,-505,0.0,Stone City,0,0,,0,
70.26,176,-505,0.0,Stone City,0,0,,0,
70.31,176,-506,1.0,Stone City,0,0,,0,
70.36,176,-506,0.0,Stone City,0,0,,0,
70.41,176,-508,2.0,Stone City,0,0,,0,
70.47,177,-509,1.4,Stone City,0,0,,0,
70.52,177,-509,0.0,Stone City,0,0,,0,
70.57,177,-509,0.0,Stone City,0,0,,0,
70.62,177,-510,1.0,Stone City,0,0,,0,
70.67,177,-511,1.0,Stone City,0,0,,0,
70.72,177,-511,0.0,Stone City,0,0,,0,
70.77,177,-511,0.0,Stone City,0,0,,0,
70.82,177,-513,2.0,Stone City,0,0,,0,
70.87,177,-513,0.0,Stone City,0,0,,0,
70.92,178,-514,1.4,Stone City,0,0,,0,
70.97,178,-515,1.0,Stone City,0,0,,0,
71.02,178,-515,0.0,Stone City,0,0,,0,
71.07,178,-516,1.0,Stone City,0,0,,0,
71.68,178,-516,0.0,Stone City,0,0,,0,
71.73,178,-516,0.0,Stone City,0,0,,0,
71.78,178,-516,0.0,Stone City,0,0,,0,
71.83,178,-516,0.0,Stone City,0,0,,0,
71.89,178,-516,0.0,Stone City,0,0,,0,
71.94,178,-516,0.0,Stone City,0,0,,0,
71.99,178,-516,0.0,Stone City,0,0,,0,
72.04,178,-516,0.0,Stone City,0,0,,0,
72.09,178,-516,0.0,Stone City,0,0,,0,
72.14,178,-516,0.0,Stone City,0,0,,0,
72.19,178,-516,0.0,Stone City,1,0,,0,
72.24,178,-516,0.0,Stone City,1,0,,0,
72.29,178,-516,0.0,Stone City,1,0,,0,
72.34,178,-516,0.0,Stone City,1,0,,0,
72.39,178,-516,0.0,Stone City,1,0,,0,
72.44,178,-516,0.0,Stone City,1,0,,0,
72.49,178,-516,0.0,Stone City,1,0,,0,
72.54,178,-516,0.0,Stone City,1,0,,0,
72.59,178,-516,0.0,Stone City,1,0,,0,
72.64,178,-516,0.0,Stone City,1,0,,0,
72.69,178,-516,0.0,Stone City,1,0,,0,
72.74,178,-516,0.0,Stone City,1,0,,0,
72.80,178,-516,0.0,Stone City,1,0,,0,
72.85,178,-516,0.0,Stone City,1,0,,0,
72.90,178,-516,0.0,Stone City,1,0,,0,
72.95,178,-516,0.0,Stone City,1,0,,0,
73.00,178,-516,0.0,Stone City,0,0,,0,
73.05,178,-516,0.0,Stone City,0,0,,0,
73.10,178,-516,0.0,Ghost Din Woods,0,0,,0,
73.73,1372,-418,1198.0,Ghost Din Woods,0,0,,0,SALTO de 1198 unidades
73.78,1372,-418,0.0,Ghost Din Woods,0,0,,0,
73.83,1372,-418,0.0,Ghost Din Woods,0,0,,0,
73.88,1372,-418,0.0,Ghost Din Woods,0,0,,0,
73.93,1372,-418,0.0,Ghost Din Woods,0,0,,0,
73.98,1372,-418,0.0,Ghost Din Woods,0,0,,0,
74.03,1372,-418,0.0,Ghost Din Woods,0,0,,0,
74.08,1372,-418,0.0,Ghost Din Woods,0,0,,0,
