t,dt,x,y,delta,speed,location,dialog_open,bag_open,target,panel_size,event
17.58,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.63,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.68,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.73,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.79,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.84,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.89,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.94,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.99,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.04,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.09,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.14,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.19,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.24,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.29,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.34,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.39,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.44,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.49,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.54,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.59,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.64,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.70,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.75,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.80,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.85,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.90,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
18.95,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.00,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.05,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.10,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.15,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.20,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.25,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.30,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.35,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.40,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.45,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.50,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.55,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.60,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.65,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.71,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.76,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.81,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.86,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.91,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
19.96,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.01,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.06,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.11,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.16,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.21,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.26,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.31,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.36,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.41,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.46,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.51,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.56,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.62,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.67,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.72,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.77,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.82,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.87,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.92,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
20.97,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
21.02,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
21.07,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
21.12,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
21.17,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
21.22,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
21.27,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
21.32,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
21.37,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
21.42,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
